2023-12-16 11:36:17.629 [main] INFO  Freerouting v1.7.0 (build-date: 2023-02-08)
2023-12-16 11:36:17.632 [main] DEBUG  Version: 1.7.0,2023-02-08
2023-12-16 12:27:13.702 [Thread-0] TRACE Method 'BatchAutorouter.autoroute_pass #38 on board '11771ab67b0fccfca1a3483cbae92c82' making 215 changes' was performed in 56,73 seconds.
2023-12-16 12:28:05.138 [Thread-0] TRACE Method 'BatchAutorouter.autoroute_pass #39 on board 'a97a063dfae9a64fa40b5fe5172b9f97' making 168 changes' was performed in 51,41 seconds.
2023-12-16 12:29:00.350 [Thread-0] TRACE Method 'BatchAutorouter.autoroute_pass #40 on board 'cfcb3984ed03c9230fbac22c5ea26e55' making 157 changes' was performed in 55,19 seconds.
2023-12-16 12:29:01.290 [Thread-0] TRACE Method 'BatchAutorouter.autoroute_pass #41 on board '93c314a594869964a54361f7678a90db' making 0 changes' was performed in 0,91 seconds.
2023-12-16 12:29:01.294 [Thread-0] TRACE Method 'BatchAutorouterThread.thread_action()-autorouting' was performed in 52 minute(s) 10,21 seconds.
2023-12-16 12:29:01.295 [Thread-0] INFO  Auto-routing was completed in 52 minute(s) 10,21 seconds.
2023-12-16 12:29:01.295 [Thread-0] INFO  Starting route optimization on 1 thread...
2023-12-16 12:29:01.297 [Thread-0] TRACE Method 'BatchAutorouterThread.thread_action()-routeoptimization' was performed in 0,00 seconds.
2023-12-16 12:29:01.297 [Thread-0] INFO  Route optimization was completed in 0,00 seconds.
2023-12-16 12:29:01.348 [Thread-0] TRACE Method 'BatchAutorouterThread.thread_action()' was performed in 52 minute(s) 10,26 seconds.
2023-12-16 12:29:28.329 [Thread-1] INFO  Starting auto-routing...
2023-12-16 12:30:31.328 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #42 on board '3966ddd4b6337613c27cf856967e395e' making 199 changes' was performed in 1 minute(s) 2,97 seconds.
2023-12-16 12:31:36.711 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #43 on board 'ebd223d4b386bf866570c6bf21f886a3' making 315 changes' was performed in 1 minute(s) 5,36 seconds.
2023-12-16 12:32:33.669 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #44 on board '0d9c43125f269121bcba37cd7cc91f4d' making 226 changes' was performed in 56,92 seconds.
2023-12-16 12:33:29.171 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #45 on board '82d9416206abde637f43e3008d2e1673' making 212 changes' was performed in 55,47 seconds.
2023-12-16 12:34:40.148 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #46 on board 'e6c0954d0840a47ba9de49c1fec24148' making 182 changes' was performed in 1 minute(s) 10,95 seconds.
2023-12-16 12:35:44.340 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #47 on board '077e587eb8450ed3ba3e505152993b71' making 246 changes' was performed in 1 minute(s) 4,16 seconds.
2023-12-16 12:36:57.801 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #48 on board '1eb51b253252f7a3f267aa2395db565e' making 217 changes' was performed in 1 minute(s) 13,42 seconds.
2023-12-16 12:38:03.761 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #49 on board '4d856902ce3ad021472ae9cb4f14f282' making 231 changes' was performed in 1 minute(s) 5,92 seconds.
2023-12-16 12:39:19.591 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #50 on board 'b9f00ae5ef0fcbce45fd17f6a2cadbd0' making 248 changes' was performed in 1 minute(s) 15,80 seconds.
2023-12-16 12:40:16.478 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #51 on board '6a792ea1ce618d2e2484403ef26c9dd5' making 174 changes' was performed in 56,86 seconds.
2023-12-16 12:41:17.072 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #52 on board '1683d3731f33545d21ffdcc3256976ae' making 212 changes' was performed in 1 minute(s) 0,57 seconds.
2023-12-16 12:42:25.640 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #53 on board '1beb331e0482969d101c2e47ad0fa2c1' making 284 changes' was performed in 1 minute(s) 8,54 seconds.
2023-12-16 12:43:38.212 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #54 on board '8b40437a304bbfbf13eac58fb310870d' making 260 changes' was performed in 1 minute(s) 12,54 seconds.
2023-12-16 12:44:43.669 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #55 on board 'a61431235b653416a63bb0b516990274' making 269 changes' was performed in 1 minute(s) 5,43 seconds.
2023-12-16 12:45:58.676 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #56 on board 'd73c8aa5c760d300727650e94b6a7d45' making 337 changes' was performed in 1 minute(s) 14,98 seconds.
2023-12-16 12:47:04.045 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #57 on board '73f701a2aa3dd0ca11b8c26f4ef38c17' making 263 changes' was performed in 1 minute(s) 5,34 seconds.
2023-12-16 12:48:13.782 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #58 on board '7d875ec58b1ed56500d9187a1adc8b95' making 330 changes' was performed in 1 minute(s) 9,70 seconds.
2023-12-16 12:49:08.910 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #59 on board 'ff7d027fc986498f1c91e63a168ded3d' making 177 changes' was performed in 55,10 seconds.
2023-12-16 12:50:18.334 [Thread-1] TRACE Method 'BatchAutorouter.autoroute_pass #60 on board 'cf97cec234639eb35ca3c951719f340e' making 246 changes' was performed in 1 minute(s) 9,39 seconds.
